Name,Account ID,Transaction ID,Account Type,Asset,Ticker,Quantity,Trade Date,Settlement Date,Price Per Share,Currency,Status,Notes
MR. Logan JOHNSON,ACC-9155-79,63a6e7db,Brokerage,BERKSHIRE HATHAWAY,brk.,68,4/21/2025,22-Apr-2025,$1070.38,USD,Completed,
CAROLYN Mann,,6c098f9f,401(k),berkshire hathaway,BRK.A,387,2/5/2025,2/6/2025,$952.15,CAD,Completed,watchlist
LATASHA Smith,ACC-6745-42,962652b7,401(k),ALPHABET INC.,Googl,778,21-Feb-2025,2/24/2025,$4212.42,EUR,Completed,watchlist
Joseph crawford,ACC-1761-45,4376237b,Roth IRA,APPLE INC.,Aapl,268,9/5/2023,,$1518.9,CAD,Pending,pending
jasmine RICHARD,,777dced7,Joint,tesla inc.,tsla,557,7/18/2024,19-Jul-2024,$662.90,EUR,Completed,dividends reinvested
Mitchell oconnor,ACC-4481-93,0084294e,401(k),Netflix,NFLX,645,11/14/2023,15-Nov-2023,N/A,CAD,Completed,
Brendan HALE,ACC-1952-06,b26bf3c9,Trust,Netflix,NFLX,845,7/21/2023,7/24/2023,"1,676.37 USD",EUR,Completed,watchlist
amy Johnson,ACC-7992-71,69be19f0,401(k),berkshire hathaway,Brk.A,416,18-Sep-2023,9/19/2023,"2,468.26 USD",CAD,Completed,short-term
MARCUS LIN,ACC-5147-16,86009750,Custodial,Johnson & Johnson,jnj,205,19-Jan-2023,,$1337.0,USD,Pending,pending
Martha STUART,ACC-8191-06,15f8f9c9,Custodial,"AMAZON.COM, INC.",amzn,544,1/30/2025,1/31/2025,$487.37,EUR,Completed,auto-invest
Jamie GONZALES,ACC-1903-05,52d1f988,Brokerage,NVIDIA CORPORATION,NVDA,262,2/1/2021,2/2/2021,2504.70usd,EUR,Completed,
Yvette White,ACC-5871-08,f4f7232a,Custodial, NETFLIX ,nfl,143,7/8/2024,9-Jul-2024,$852.3,USD,Completed,auto-invest
alejandra JIMENEZ,ACC-7815-65,f1e31367,Brokerage,"Amazon.Com, Inc.",Amzn,811,16-Nov-2023,17-Nov-2023,"$2,918.83",EUR,Completed,watchlist
michael Collins,ACC-9950-12,ebb5d47d,401(k),apple inc.,Aapl,610,26-Jun-2025,6/27/2025,N/A,CAD,Completed,short-term
Amanda CARPENTER,ACC-1469-19,627f5029,Custodial,APPLE INC.,AAPL,915,1/5/2023,6-Jan-2023,"$3,609.13",CAD,Completed,
Danielle price,ACC-4627-83,0d6ad8e2,401(k),nvidia corporation,NVDA,492,5/16/2025,,N/A,EUR,Pending,pending
Tara MCCOY,ACC-9847-12,f17e232a,Roth IRA,NETFLIX,NFLX,756,4/30/2024,1-May-2024,1772.15usd,EUR,Completed,watchlist
samuel newton,ACC-7806-33,7cf28a36,Roth IRA,"Amazon.Com, Inc.",Amzn,165,12-Feb-2025,,N/A,EUR,Pending,pending
SHARON Stewart,ACC-4126-43,9ed162e1,Trust,META PLATFORMS,meta,255,14-Jan-2021,15-Jan-2021,$992.00,EUR,Completed,auto-invest
,ACC-4251-57,f2569253,Brokerage,johnson & johnson,JNJ,346,9/17/2024,9/18/2024,$4408.20,EUR,Completed,watchlist
RACHEL richmond,,d9ccb5de,Roth IRA,APPLE INC.,aapl,498,11/16/2021,17-Nov-2021,$2799.5,CAD,Completed,
Jessica JONES,,0a291586,Brokerage, APPLE INC. ,AAPL,221,7/15/2025,16-Jul-2025,N/A,CAD,Completed,short-term
,ACC-6263-52,91194008,Roth IRA, microsoft corp ,MSFT,252,3/12/2024,13-Mar-2024,4001.53,USD,Completed,dividends reinvested
katie Kim,ACC-6719-85,eadc6c6e,Joint,alphabet inc.,googl,891,12/6/2023,7-Dec-2023,$4123.51,CAD,Completed,auto-invest
Timothy CHAPMAN,ACC-0700-77,4e64f640,401(k), Nvidia Corporation ,NVDA,342,9/4/2024,5-Sep-2024,306.18 USD,USD,Completed,
,ACC-5831-13,7facdd86,Brokerage,netflix,NFLX,580,3/1/2023,3/2/2023,$4006.0,USD,Completed,auto-invest
,ACC-9435-86,3402a90d,Roth IRA, APPLE INC. ,aapl,136,3-Apr-2023,4/4/2023,4665.34usd,EUR,Completed,
,ACC-3614-35,8e170a7a,401(k),Netflix,Nflx,301,4-Apr-2025,,"$3,075.28",EUR,Pending,pending
BRENDAN Hale,ACC-1952-06,bd8e292b,Trust,"amazon.com, inc.",Amzn,23,10-Mar-2025,3/11/2025,4995.69usd,CAD,Completed,
stephanie Chang,ACC-9574-77,ad1a7bf5,Custodial,netflix,NFLX,ten,10-Jun-2025,11-Jun-2025,$540.3,CAD,Completed,auto-invest
MITCHELL MASSEY,,06c9eca3,Joint,Netflix,Nflx,236,8/29/2024,8/30/2024,585.52 USD,CAD,Completed,dividends reinvested
Edward WASHINGTON,ACC-8660-68,ebe60a7b,Custodial,"amazon.com, inc.",amzn,499,3/19/2025,20-Mar-2025,$3357.90,EUR,Completed,watchlist
REBECCA ward dvm,ACC-6634-62,816261b3,Brokerage,microsoft corp,MSFT,628,1/9/2023,10-Jan-2023,$2001.32,EUR,Completed,short-term
AARON Jones,ACC-2757-73,8f7000ab,Trust,Apple Inc.,aapl,735,12/3/2024,12/4/2024,"4,721.17 USD",EUR,Completed,dividends reinvested
kimberly MARTIN,ACC-4336-74,18c465fc,401(k),Berkshire Hathaway,BRK.A,40,7-Mar-2024,3/8/2024,"2,122.93 USD",EUR,Completed,watchlist
mitchell FERGUSON,ACC-8216-22,d2744ea7,Brokerage,apple inc.,Aapl,654,21-Mar-2025,24-Mar-2025,$2497.42,EUR,Completed,short-term
Mr. MICHAEL HAYNES,ACC-0390-03,d96f23d7,Custodial,berkshire hathaway,BRK.A,442,16-Oct-2023,10/17/2023,"1,294.87 USD",CAD,Completed,
KENNETH HARTMAN,ACC-6132-88,85429df1,Joint,alphabet inc.,Goog,723,4/24/2025,4/25/2025,N/A,EUR,Completed,
Lauren Miranda,,1b6a60a8,Roth IRA,BERKSHIRE HATHAWAY,brk.a,729,14-Jun-2023,,4266.58usd,EUR,Pending,pending
Stephanie Bennett,ACC-4251-57,5b709996,Brokerage,Johnson & Johnson,jnj,ten,24-Jul-2024,,$1714.57,CAD,Pending,pending
leslie MONTOYA,ACC-1613-88,99f6905f,Roth IRA,Netflix,nflx,969,5-Apr-2022,4/6/2022,$4187.65,CAD,Completed,watchlist
lauren Miranda,ACC-6696-75,3b4a25a6,Roth IRA,NETFLIX,Nflx,178,9-Nov-2023,11/13/2023,$4489.83,CAD,Completed,
Kevin Wallace,ACC-1036-37,7b767af9,Trust, Nvidia Corporation ,nvda,ten,8/10/2022,8/11/2022,1311.38,USD,Completed,auto-invest
CHRISTINE Hanson,ACC-5932-72,d7f6d108,Brokerage,BERKSHIRE HATHAWAY,brk.a,N/A,29-Jan-2024,30-Jan-2024,"1,438.90 USD",CAD,Completed,watchlist
JAMIE Gonzales,ACC-1903-05,ea5450a0,Brokerage,Tesla Inc.,tsla,971,4/1/2021,2-Apr-2021,589.09usd,USD,Completed,auto-invest
Heidi Cox,ACC-2714-27,7b308eef,Roth IRA,Apple Inc.,AAPL,117,7/9/2025,10-Jul-2025,"4,637.15 USD",USD,Completed,
JEFFREY ford,ACC-8897-53,8a25704a,401(k),BERKSHIRE HATHAWAY,BRK.A,935,21-May-2025,22-May-2025,$2251.9,EUR,Completed,short-term
REBECCA Ward Dvm,ACC-6634-62,dfcd6840,Brokerage,microsoft corp,MSFT,765,8/16/2022,,$4040.17,CAD,Pending,pending
Frank galloway,ACC-3250-12,a1ec97fa,Joint,Apple Inc.,Aapl,120,6/16/2022,6/17/2022,"$1,662.34",USD,Completed,watchlist
marcus LIN,ACC-5147-16,fdc10813,Custodial, tesla inc. ,Tsla,833,21-Dec-2023,22-Dec-2023,$3678.9,EUR,Completed,watchlist
Stephanie Smith,ACC-6313-73,b9fa9d36,Trust, tesla inc. ,TSLA,N/A,4/14/2025,4/15/2025,3726.45,USD,Completed,watchlist
Sabrina bowen,ACC-8707-29,e8de5360,401(k),NVIDIA CORPORATION,NVDA,273,1/22/2025,1/23/2025,$1200.70,CAD,Completed,auto-invest
drew salazar,ACC-1788-81,ba7b8b13,Joint,nvidia corporation,Nvda,698,4-Nov-2022,11/7/2022,$998.70,USD,Completed,
ashley GALLEGOS,ACC-5934-64,ac3b1202,401(k), NETFLIX ,Nflx,579,12-Dec-2024,13-Dec-2024,N/A,EUR,Completed,auto-invest
lauren miranda,ACC-6696-75,c51cf11d,Roth IRA,JOHNSON & JOHNSON,JNJ,608,1/11/2023,,$4631.99,EUR,Pending,pending
GLEN thomas,ACC-0608-88,390faf2f,Brokerage,Meta Platforms,meta,86,7/12/2024,,$649.01,CAD,Pending,pending
,ACC-7408-26,806a466e,401(k),NVIDIA CORPORATION,nvda,N/A,6/25/2025,6/26/2025,807.70usd,CAD,Completed,short-term
Robert Morrison,ACC-9277-26,bda3e25f,Trust,netflix,Nflx,61,16-Dec-2024,17-Dec-2024,2772.15,EUR,Completed,auto-invest
Mitchell OCONNOR,ACC-4481-93,8a040741,401(k),"Amazon.Com, Inc.",AMZN,341,10/4/2024,10/7/2024,$948.71,EUR,Completed,watchlist
Danielle PRICE,ACC-4627-83,4b6706ee,401(k)," amazon.com, inc. ",Amzn,351,3/26/2025,27-Mar-2025,N/A,EUR,Completed,auto-invest
Sean daniel,ACC-8266-21,939806e1,Custodial,"Amazon.Com, Inc.",amzn,156,5/29/2025,30-May-2025,893.81usd,USD,Completed,
Christopher MILLER,ACC-7393-87,4e127d4f,Trust,ALPHABET INC.,GOOGL,293,7/3/2024,7/5/2024,$1588.29,CAD,Completed,watchlist
thomas JACKSON,,cc037ab7,Custodial,johnson & johnson,JNJ,124,30-May-2024,,435.96,CAD,Pending,pending
stacy LEE,ACC-1001-75,34d0aaf6,Custodial,nvidia corporation,Nvda,567,2-Jan-2025,,$4952.3,CAD,Pending,pending
Tammy ALLISON,ACC-6243-77,c693ffc9,Roth IRA,Apple Inc.,aapl,634,17-Jul-2025,18-Jul-2025,3987.92usd,CAD,Completed,auto-invest
EDWARD WASHINGTON,ACC-8660-68,3dd2d7b1,Custodial,netflix,nflx,598,3-Dec-2024,4-Dec-2024,N/A,USD,Completed,dividends reinvested
Frank MORGAN,ACC-1723-94,9ed95260,401(k),"amazon.com, inc.",Amzn,234,6/28/2022,29-Jun-2022,4353.70,CAD,Completed,watchlist
BRIAN GARCIA,ACC-3988-43,24a744df,Trust,NVIDIA CORPORATION,nvda,666,12/30/2024,,$4047.7,CAD,Pending,pending
,ACC-3087-81,9597ef81,Custodial,Berkshire Hathaway,Brk.A,N/A,10/3/2024,10/4/2024,2843.47,USD,Completed,short-term
sylvia mccoy,ACC-2107-50,191c8a89,401(k), alphabet inc. ,googl,159,11-Jul-2025,7/14/2025,3615.75,EUR,Completed,
SPENCER CLARK,ACC-2289-36,3d561ff3,Joint,Apple Inc.,AAP,570,9/24/2021,9/27/2021,$510.30,CAD,Completed,dividends reinvested
RONALD Sparks,ACC-8952-72,3e02e818,Trust,META PLATFORMS,META,882,23-May-2024,24-May-2024,"$4,800.16",USD,Completed,dividends reinvested
shannon Costa,ACC-1513-23,2110ba53,Custodial,berkshire hathaway,brk.a,664,1-Feb-2022,2-Feb-2022,3508.30,USD,Completed,short-term
tina Jones,,73985c2a,Roth IRA,microsoft corp,MSF,814,16-Oct-2023,17-Oct-2023,1486.78usd,CAD,Completed,short-term
danielle Bell,,4d788786,Trust,Alphabet Inc.,GOOGL,440,12-Jan-2024,,1147.92,USD,Pending,pending
leon DANIELS,ACC-0416-72,d6017dd0,Custodial,"Amazon.Com, Inc.",AMZ,914,1/17/2024,1/18/2024,"$1,208.63",USD,Completed,
,ACC-4627-83,535a633d,401(k),"amazon.com, inc.",AMZN,116,1-Aug-2024,2-Aug-2024,"4,306.43 USD",USD,Completed,watchlist
sharon ruiz,ACC-6066-04,dd068cc7,Roth IRA,MICROSOFT CORP,MSFT,947,30-Aug-2021,8/31/2021,870.44 USD,USD,Completed,dividends reinvested
Ashley GALLEGOS,ACC-5934-64,b80f9689,401(k),Apple Inc.,AAPL,604,6/13/2025,6/16/2025,226.28usd,EUR,Completed,dividends reinvested
SHARON RUIZ,ACC-6066-04,9318e3bb,Roth IRA,Meta Platforms,Meta,246,26-Apr-2023,27-Apr-2023,N/A,USD,Completed,auto-invest
jamie gonzales,ACC-1903-05,98b38fb4,Brokerage,TESLA INC.,Tsla,898,13-Nov-2020,16-Nov-2020,N/A,USD,Completed,auto-invest
gloria williams,ACC-9041-81,86cb46a4,Brokerage,BERKSHIRE HATHAWAY,BRK.A,N/A,9/24/2021,9/27/2021,$4676.70,USD,Completed,dividends reinvested
Tara Mccoy,ACC-9847-12,6571a3e5,Roth IRA,ALPHABET INC.,googl,237,1/8/2025,1/9/2025,N/A,USD,Completed,
,ACC-6243-77,12b0cac7,Roth IRA,Meta Platforms,Meta,302,14-May-2025,5/15/2025,406.90 USD,USD,Completed,dividends reinvested
Jessica Arellano,ACC-5569-10,681f69c9,Roth IRA,Microsoft Corp,MSFT,426,3-Apr-2023,4-Apr-2023,$96.9,USD,Completed,
Michael bentley,ACC-6420-70,b78ea995,Brokerage,META PLATFORMS,META,834,5/26/2023,30-May-2023,$2194.4,CAD,Completed,dividends reinvested
Gary lynch,,54b56223,Custodial,microsoft corp,msft,701,8/21/2023,,$583.06,USD,Pending,pending
BRITTANY roberts,ACC-0268-85,e9620268,Joint,alphabet inc.,googl,790,4/15/2025,16-Apr-2025,2477.08,CAD,Completed,auto-invest
Christine Hanson,ACC-5932-72,5ad56a82,Brokerage,BERKSHIRE HATHAWAY,Brk.A,377,11/4/2024,11/5/2024,N/A,CAD,Completed,short-term
ashlee bell,ACC-8139-72,dbffb6aa,Brokerage,Berkshire Hathaway,Brk.A,802,2/27/2024,2/28/2024,2386.89usd,USD,Completed,watchlist
jamie GONZALES,ACC-1903-05,3cd8d3b7,Brokerage,"Amazon.Com, Inc.",AMZN,747,6-Aug-2024,7-Aug-2024,$1773.95,EUR,Completed,auto-invest
mitchell Oconnor,ACC-4481-93,27c77eb3,401(k),ALPHABET INC.,GOOGL,326,4-May-2022,5/5/2022,4035.55usd,EUR,Completed,watchlist
amy JOHNSON,ACC-7992-71,5ea12303,401(k),netflix,Nflx,596,23-May-2024,24-May-2024,1220.71,EUR,Completed,short-term
anthony flynn,ACC-2193-22,46c8d7ef,401(k),"AMAZON.COM, INC.",AMZN,554,5-Jun-2025,6-Jun-2025,4860.86,CAD,Completed,watchlist
carolyn mann,ACC-3614-35,a2c14d3f,401(k),meta platforms,META,997,3/8/2024,11-Mar-2024,"1,297.42 USD",USD,Completed,short-term
Kyle miller,ACC-5203-81,0a38d316,Roth IRA,netflix,Nflx,213,11-Sep-2024,,$1177.1,CAD,Pending,pending
samuel NEWTON,ACC-7806-33,da624137,Roth IRA,Alphabet Inc.,googl,969,5/21/2024,22-May-2024,N/A,CAD,Completed,watchlist
Stephanie smith,ACC-6313-73,38a02de1,Trust,Nvidia Corporation,nvda,205,25-Oct-2024,10/28/2024,$996.91,USD,Completed,auto-invest
Kenneth hartman,ACC-0980-93,ace90980,401(k), APPLE INC. ,AAPL,886,10/4/2024,10/7/2024,"$1,179.27",USD,Completed,dividends reinvested
,ACC-7622-09,e64b14a2,Joint,Berkshire Hathaway,BRK.A,271,4-Jun-2025,5-Jun-2025,697.49 USD,USD,Completed,
Rebecca Ward DVM,ACC-6634-62,8383c561,Brokerage,Netflix,Nflx,652,7/3/2024,,4012.28usd,EUR,Pending,pending
ashley GALLEGOS,ACC-5934-64,87504f4c,401(k),NETFLIX,NFLX,N/A,3/7/2023,3/8/2023,$1413.2,CAD,Completed,short-term
juan maddox,ACC-5352-08,7cee4582,Trust,BERKSHIRE HATHAWAY,Brk.A,687,30-Aug-2024,3-Sep-2024,"$4,103.58",USD,Completed,auto-invest
MRS. Melissa MARTINEZ Md,ACC-9435-86,bd8fea45,Roth IRA,Berkshire Hathaway,BRK.A,508,5/4/2022,5-May-2022,1210.15,USD,Completed,watchlist
Kevin wallace,ACC-1036-37,8f4a7453,Trust,ALPHABET INC.,googl,27,16-Dec-2024,,$689.26,USD,Pending,pending
,ACC-3087-81,6ce8b5ee,Custodial,BERKSHIRE HATHAWAY,Brk.A,573,27-Mar-2025,3/28/2025,"3,371.76 USD",USD,Completed,dividends reinvested
Glen thomas,ACC-0608-88,e8a1ed4c,Brokerage,Microsoft Corp,Msft,616,14-Feb-2025,2/18/2025,4915.55,USD,Completed,auto-invest
tammy CAMPBELL,ACC-1374-21,bb6ca064,401(k),APPLE INC.,AAPL,967,3/3/2025,4-Mar-2025,"1,031.52 USD",CAD,Completed,dividends reinvested
Donna smith,ACC-7622-09,c94052a5,Joint,Johnson & Johnson,jnj,856,27-May-2025,5/28/2025,"1,719.28 USD",EUR,Completed,auto-invest
Danielle Pearson,ACC-0110-33,86523b92,Brokerage, Berkshire Hathaway ,brk.a,183,1/21/2022,24-Jan-2022,4274.97,CAD,Completed,dividends reinvested
MARK BROWN,ACC-1558-54,78a94db8,Brokerage,"Amazon.Com, Inc.",AMZN,398,25-Jul-2023,,4700.15,CAD,Pending,pending
THOMAS DOUGHERTY,ACC-7947-92,23234c90,401(k),META PLATFORMS,Meta,733,30-Jun-2023,3-Jul-2023,1026.22usd,USD,Completed,auto-invest
Sean daniel,ACC-8266-21,ae06dc43,Custodial,TESLA INC.,tsla,522,5/19/2025,5/20/2025,$2115.55,CAD,Completed,
MRS. melissa Martinez MD,ACC-9435-86,09fb59eb,Roth IRA,johnson & johnson,JNJ,ten,19-May-2023,5/22/2023,$1707.78,CAD,Completed,auto-invest
GARY LYNCH,ACC-6213-57,8f2c05b2,Custodial,Johnson & Johnson,JNJ,ten,1-May-2025,2-May-2025,983.52,EUR,Completed,short-term
KENNETH hartman,ACC-0980-93,37f6c52d,401(k),Netflix,Nflx,585,29-May-2025,5/30/2025,N/A,CAD,Completed,short-term
FELICIA scott,ACC-4677-40,1377d7ca,Trust,JOHNSON & JOHNSON,Jnj,434,3/19/2025,3/20/2025,N/A,USD,Completed,
Mark dean,ACC-6166-41,092adf62,Brokerage,Apple Inc.,Aapl,578,11-Apr-2025,4/14/2025,$618.4,USD,Completed,short-term
casey MIDDLETON,ACC-1246-49,3f4380c6,401(k),Microsoft Corp,MSFT,ten,19-Dec-2024,12/20/2024,$4041.2,USD,Completed,dividends reinvested
patrick HERNANDEZ,ACC-5412-61,daa15791,Brokerage,tesla inc.,TSLA,N/A,6-Oct-2022,7-Oct-2022,N/A,EUR,Completed,dividends reinvested
MR. MICHAEL HAYNES,ACC-0390-03,05cc4153,Custodial,Alphabet Inc.,GOOGL,697,4/8/2025,4/9/2025,$1695.2,CAD,Completed,short-term
REBECCA WARD Dvm,ACC-6634-62,ccbd5f8a,Brokerage,Apple Inc.,AAPL,500,5/1/2024,5/2/2024,N/A,CAD,Completed,short-term
FRANK GALLOWAY,ACC-3250-12,3e1258ae,Joint,berkshire hathaway,brk.a,987,10/18/2023,,"2,556.47 USD",CAD,Pending,pending
christine HANSON,ACC-5932-72,dc083ff8,Brokerage,META PLATFORMS,Meta,444,7/30/2024,31-Jul-2024,"3,003.31 USD",CAD,Completed,short-term
Gloria WILLIAMS,ACC-9041-81,ee5ac271,Brokerage,"AMAZON.COM, INC.",amzn,ten,6-Aug-2021,8/9/2021,$4330.26,CAD,Completed,
Robert hodges,ACC-2514-34,a0b3cd9b,Joint, berkshire hathaway ,Brk.A,630,12/31/2024,2-Jan-2025,N/A,CAD,Completed,
marcus LIN,ACC-5147-16,eb83a929,Custodial,NVIDIA CORPORATION,nvda,N/A,2-Feb-2024,2/5/2024,2113.48,CAD,Completed,auto-invest
KATHRYN Mccann,ACC-0455-31,5a089388,Joint,netflix,Nflx,774,6-Apr-2023,4/7/2023,N/A,CAD,Completed,
MARIA gonzalez,ACC-4256-01,7258a895,Trust,APPLE INC.,AAPL,352,23-Jan-2025,1/24/2025,N/A,USD,Completed,watchlist
Sharon stewart,ACC-4126-43,d40dd202,Trust,alphabet inc.,Googl,538,3/11/2025,,$40.08,CAD,Pending,pending
LEAH Mendez,ACC-9233-51,5b4c0f1e,401(k),apple inc.,Aapl,N/A,6/24/2024,,3452.20usd,USD,Pending,pending
AMANDA CARPENTER,ACC-1469-19,0087071d,Custodial,apple inc.,aapl,289,10-Oct-2023,10/11/2023,"1,289.04 USD",CAD,Completed,
TAMMY allison,ACC-6243-77,58413c4e,Roth IRA,JOHNSON & JOHNSON,jnj,167,18-Jun-2025,6/20/2025,N/A,EUR,Completed,
STEPHEN carter,ACC-6359-95,3ec81334,Trust,Tesla Inc.,Tsla,422,7/18/2025,18-Jul-2025,$1476.94,USD,Completed,short-term
timothy chapman,ACC-0700-77,b83b7206,401(k),APPLE INC.,Aapl,697,10/6/2023,10-Oct-2023,N/A,CAD,Completed,auto-invest
HEIDI COX,ACC-2714-27,8ef2700e,Roth IRA,Johnson & Johnson,Jnj,201,30-Mar-2022,3/31/2022,"$4,170.01",CAD,Completed,dividends reinvested
edward medina,ACC-9962-17,0c952668,401(k),META PLATFORMS,meta,893,6/5/2025,6/6/2025,$4026.42,CAD,Completed,auto-invest
JOHN Taylor,ACC-1996-88,c6ad17ad,Roth IRA,Alphabet Inc.,googl,166,4/3/2024,4/4/2024,4542.11,USD,Completed,watchlist
maria REYNOLDS,ACC-9656-56,9e1d40a4,Joint,ALPHABET INC.,googl,908,6/27/2025,,N/A,CAD,Pending,pending
deborah MOODY,ACC-4991-00,eed98c5c,Roth IRA,johnson & johnson,Jnj,922,3-Jul-2025,7-Jul-2025,N/A,CAD,Completed,watchlist
BENJAMIN carrillo,ACC-6858-35,c86729a1,Brokerage,netflix,Nfl,256,2/14/2025,2/18/2025,$3049.48,EUR,Completed,dividends reinvested
Mark BROWN,ACC-1558-54,693778e1,Brokerage, NETFLIX ,Nflx,858,14-Jul-2025,15-Jul-2025,"$2,025.68",CAD,Completed,auto-invest
EMILY HART,ACC-7633-25,31c016e8,Roth IRA,berkshire hathaway,BRK.A,708,12-Jun-2023,13-Jun-2023,N/A,USD,Completed,auto-invest
Michael Bentley,ACC-6420-70,27803213,Brokerage,Tesla Inc.,Tsla,657,8/16/2024,8/19/2024,2195.73usd,EUR,Completed,
tammy CAMPBELL,ACC-1374-21,884eafe1,401(k),Tesla Inc.,TSLA,535,9-Aug-2024,8/12/2024,4236.01usd,CAD,Completed,
Glen Thomas,ACC-0608-88,1890eae6,Brokerage,APPLE INC.,aap,682,5/22/2025,,"$3,050.93",EUR,Pending,pending
SHARON stewart,ACC-4126-43,5a548f2b,Trust,johnson & johnson,Jnj,781,1/8/2024,9-Jan-2024,842.07usd,CAD,Completed,auto-invest
Mitchell OCONNOR,ACC-4481-93,c101c59c,401(k),Berkshire Hathaway,brk.a,156,1/3/2023,4-Jan-2023,"$2,516.72",EUR,Completed,watchlist
JAMES POOLE,ACC-6303-65,c4679254,Joint, Johnson & Johnson ,jnj,732,10-Jun-2025,6/11/2025,"$1,704.06",EUR,Completed,short-term
mackenzie BARRETT,ACC-9031-08,c55efc05,Joint,BERKSHIRE HATHAWAY,brk.a,17,4/22/2025,4/23/2025,3584.24,CAD,Completed,
alejandra jimenez,ACC-7815-65,b43d4efe,Brokerage,apple inc.,aapl,913,7/16/2025,7/17/2025,"1,010.84 USD",USD,Completed,watchlist
Mr. John Sullivan,ACC-0938-29,48889f57,Roth IRA, apple inc. ,Aapl,538,3-Dec-2024,4-Dec-2024,2579.35usd,CAD,Completed,auto-invest
Ashlee Bell,ACC-8139-72,7d2bbe47,Brokerage,Apple Inc.,aapl,186,11/17/2023,11/20/2023,2146.31usd,USD,Completed,auto-invest
brittany ROBERTS,ACC-0268-85,9509a2b9,Joint,nvidia corporation,nvda,698,2/6/2025,7-Feb-2025,N/A,CAD,Completed,
stephanie Bennett,ACC-4251-57,b9246161,Brokerage,Microsoft Corp,Msft,356,5/2/2025,5-May-2025,"$1,125.63",EUR,Completed,
KATHRYN MCCANN,ACC-0455-31,7341c5b5,Joint,META PLATFORMS,Meta,823,6/27/2024,28-Jun-2024,N/A,EUR,Completed,auto-invest
Aaron jones,ACC-2757-73,19192f52,Trust,berkshire hathaway,brk.a,213,6/7/2024,6/10/2024,907.50 USD,CAD,Completed,auto-invest
WILLIAM Winters,ACC-1317-26,8b429d58,Roth IRA, TESLA INC. ,tsla,479,6-May-2025,7-May-2025,"$4,930.30",EUR,Completed,
DEBORAH atkinson,ACC-9187-98,83580de3,Joint,MICROSOFT CORP,msft,784,7/1/2025,2-Jul-2025,N/A,EUR,Completed,auto-invest
mark DEAN,ACC-6166-41,bf0d519d,Brokerage,BERKSHIRE HATHAWAY,Brk.A,11,11/29/2024,12/2/2024,$4790.9,USD,Completed,watchlist
carlos ALEXANDER,ACC-6263-52,5ed83ba7,Roth IRA,TESLA INC.,TSLA,906,3/28/2023,3/29/2023,N/A,EUR,Completed,watchlist
JORGE LANE,ACC-5906-61,d09036af,Roth IRA,Microsoft Corp,msft,283,9-May-2024,10-May-2024,N/A,USD,Completed,
marcus lin,ACC-5147-16,cecd8353,Custodial,JOHNSON & JOHNSON,jnj,353,7/9/2021,7/12/2021,"$2,225.28",EUR,Completed,auto-invest
KAREN shaffer,ACC-4827-00,2245b283,Brokerage,META PLATFORMS,Meta,252,17-Oct-2023,10/18/2023,"1,404.52 USD",EUR,Completed,
Kenneth SCHULTZ,ACC-2070-05,d738382c,Brokerage,NVIDIA CORPORATION,Nvda,736,1/11/2024,12-Jan-2024,849.12usd,USD,Completed,watchlist
ISAAC wood,ACC-4708-40,86051ac6,Trust, JOHNSON & JOHNSON ,jnj,944,6/24/2021,6/25/2021,759.79,USD,Completed,
edward Washington,ACC-8660-68,f35cb4ee,Custodial,alphabet inc.,googl,590,4/10/2025,4/11/2025,4914.14usd,USD,Completed,
samuel Newton,ACC-7806-33,60972934,Roth IRA,ALPHABET INC.,Googl,220,10/17/2024,,4926.93usd,EUR,Pending,pending
THEODORE maldonado,ACC-5034-80,42a54231,Joint,tesla inc.,TSLA,36,3/4/2025,5-Mar-2025,$4407.5,USD,Completed,auto-invest
,ACC-7883-59,f4f1b973,Trust, Apple Inc. ,Aapl,165,6-Mar-2025,3/7/2025,"$4,434.67",USD,Completed,auto-invest
CAROLYN Mann,ACC-3614-35,fe044139,401(k),Berkshire Hathaway,Brk.A,ten,20-Sep-2024,9/23/2024,N/A,CAD,Completed,dividends reinvested
DANIELLE PRICE,ACC-4627-83,08052617,401(k),Microsoft Corp,MSF,602,30-Apr-2024,1-May-2024,$2394.7,CAD,Completed,dividends reinvested
KATHRYN mccann,ACC-0455-31,77bfb639,Joint,netflix,nflx,N/A,1-Dec-2022,12/2/2022,2976.86usd,USD,Completed,auto-invest
Tina jones,ACC-5322-63,01c9c80d,Roth IRA,Netflix,Nflx,738,1-Apr-2025,4/2/2025,"2,431.64 USD",USD,Completed,auto-invest
brandon MILLS,ACC-3659-34,6473ddfc,401(k),Alphabet Inc.,GOOGL,218,14-Jan-2025,15-Jan-2025,3338.41usd,CAD,Completed,short-term
MARK dean,ACC-6166-41,70faa95b,Brokerage,apple inc.,AAPL,927,4/29/2025,30-Apr-2025,N/A,EUR,Completed,dividends reinvested
Martha stuart,ACC-8191-06,561c7ab0,Custodial,NVIDIA CORPORATION,NVDA,ten,1/23/2025,,4058.68,CAD,Pending,pending
,ACC-6745-42,5a40e1df,401(k), JOHNSON & JOHNSON ,jnj,13,7/29/2024,7/30/2024,$2086.79,CAD,Completed,
aaron jones,ACC-2757-73,de9bef52,Trust,alphabet inc.,GOOGL,971,7/3/2025,7/7/2025,1605.41,CAD,Completed,short-term
